node_1|node_2|edge|chunk_id
little egret|yellowish feet (golden slippers)|The Little Egret's feet are referred to as yellowish or 'golden slippers' in the context.|a28314cd80e24dc8bda647596c9aefdb
breeding adult little egret|2 long wispy head plumes|A breeding adult Little Egret has 2 long wispy head plumes, as mentioned in the context.|a28314cd80e24dc8bda647596c9aefdb
breeding adult little egret|spray of white plumes (aigrettes)|A breeding adult Little Egret has a spray of white plumes referred to as 'aigrettes' on the lower back.|a28314cd80e24dc8bda647596c9aefdb
little egret|wetlands (lakes, rivers, marshes, estuaries)|The Little Egret inhabits a wide variety of wetlands as stated in the context.|a28314cd80e24dc8bda647596c9aefdb
little egret|small fish|The Little Egret lives near small fish, as implied by its habitat preferences.|a28314cd80e24dc8bda647596c9aefdb
little egret|occurs as singles or small loose groups|The Little Egret occurs as individuals or in small groups according to the provided information.|a28314cd80e24dc8bda647596c9aefdb
little egret|nests and roosts communally|The Little Egret nests and roosts communally, as mentioned in the context.|a28314cd80e24dc8bda647596c9aefdb
little egret|distinctive within its range|The Little Egret is distinctive within its range according to the provided information.|a28314cd80e24dc8bda647596c9aefdb
little egret|compare with larger great and intermediate egrets, stockier cattle egret, and white morph reef herons|The Little Egret should be compared with larger Great and Intermediate Egrets, stockier Cattle Egret, and white morph reef herons for identification, as suggested in the context.|a28314cd80e24dc8bda647596c9aefdb
red-naped ibis|species|The Red-naped Ibis is a species of ibis.|1dd99ce1dd9e46f0bf9cd73800cc752e
red-naped ibis|medium-sized|The Red-naped Ibis is a medium-sized ibis.|1dd99ce1dd9e46f0bf9cd73800cc752e
red-naped ibis|dark body|The body of the Red-naped Ibis is dark.|1dd99ce1dd9e46f0bf9cd73800cc752e
red-naped ibis|bluish-green sheen|The Red-naped Ibis often shows a bluish-green sheen.|1dd99ce1dd9e46f0bf9cd73800cc752e
crown and nape|red warts|The crown and nape of the Red-naped Ibis are covered in bright red warts.|1dd99ce1dd9e46f0bf9cd73800cc752e
white patch|near the shoulder of the wing|A white patch is usually visible near the shoulder of the wing of the Red-naped Ibis.|1dd99ce1dd9e46f0bf9cd73800cc752e
bill|long and downcurved|The bill of the Red-naped Ibis is long and downcurved.|1dd99ce1dd9e46f0bf9cd73800cc752e
red-naped ibis|glossy ibis|The Red-naped Ibis can be confused with the Glossy Ibis, but it is larger and has red warts and a white shoulder patch.|1dd99ce1dd9e46f0bf9cd73800cc752e
glossy ibis|smaller|The Glossy Ibis is smaller than the Red-naped Ibis.|1dd99ce1dd9e46f0bf9cd73800cc752e
glossy ibis|lacks red warts and white shoulder patch|The Glossy Ibis lacks the red warts and white shoulder patch present in the Red-naped Ibis.|1dd99ce1dd9e46f0bf9cd73800cc752e
in flight, legs of red-naped ibis|don’t extend beyond the tail|In flight, the legs of the Red-naped Ibis don’t extend beyond the tail.|1dd99ce1dd9e46f0bf9cd73800cc752e
in flight, legs of glossy ibis|extend beyond the tail|In flight, the legs of the Glossy Ibis extend beyond the tail.|1dd99ce1dd9e46f0bf9cd73800cc752e
red-naped ibis|dry habitats|Unlike most other ibis, Red-naped Ibis favors drier habitats.|1dd99ce1dd9e46f0bf9cd73800cc752e
rye fields|habitat for red-naped ibis|Red-naped Ibis is usually found in rye fields.|1dd99ce1dd9e46f0bf9cd73800cc752e
red-naped ibis|singular or loose groups|The Red-naped Ibis is usually found singly or in loose groups.|1dd99ce1dd9e46f0bf9cd73800cc752e
spotted dove|asia|The Spotted Dove is a common garden bird throughout much of Asia.|b094682ee8c04cabb4ecbeab8653bcdf
spotted dove|open forests, fields, and parks|The Spotted Dove is found in open forests, fields, and parks.|b094682ee8c04cabb4ecbeab8653bcdf
spotted dove|introduced regions around the world|The Spotted Dove has been introduced to several regions around the world.|b094682ee8c04cabb4ecbeab8653bcdf
spotted dove|turtle-dove|Turtle-doves are larger and have black centers to wing feathers and stripes rather than spots on the neck.|b094682ee8c04cabb4ecbeab8653bcdf
spotted dove|brown overall with a rosy breast and a unique white-spotted black nape patch|The Spotted Dove is brown overall, has a rosy breast, and a unique white-spotted black nape patch.|b094682ee8c04cabb4ecbeab8653bcdf
plumage|western birds|Plumage of western Spotted Doves shows dark centers to wing feathers, lacking in eastern birds.|b094682ee8c04cabb4ecbeab8653bcdf
coos loudly and often|spotted dove|The Spotted Dove coos loudly and often.|b094682ee8c04cabb4ecbeab8653bcdf
green sandpiper|species|The Green Sandpiper is a species of bird.|fd671f4b69fe457cb954e071a2a1e468
dark brown|color of sandpiper|The Green Sandpiper has a dark brown color.|fd671f4b69fe457cb954e071a2a1e468
snowy white belly|color of sandpiper's belly|The Green Sandpiper has a snowy white belly.|fd671f4b69fe457cb954e071a2a1e468
black|color of sandpiper in flight|When in flight, the Green Sandpiper looks black above.|fd671f4b69fe457cb954e071a2a1e468
boldly contrasting white rump|appearance of tail during flight|The Green Sandpiper's rump is boldly contrasting white during flight.|fd671f4b69fe457cb954e071a2a1e468
bobs tail|behavior when nervous|The Green Sandpiper bobs its tail when nervous, but not habitually like the Common Sandpiper.|fd671f4b69fe457cb954e071a2a1e468
does not habitually bob tail|behavioral difference with common sandpiper|The Green Sandpiper does not habitually bob its tail like the Common Sandpiper.|fd671f4b69fe457cb954e071a2a1e468
climbs steeply|behavior when flushed|When flushed, the Green Sandpiper climbs steeply.|fd671f4b69fe457cb954e071a2a1e468
flies quickly with deep wingbeats|flight behavior|The Green Sandpiper flies quickly with deep wingbeats.|fd671f4b69fe457cb954e071a2a1e468
swooping around a little like a swallow|flight behavior|The Green Sandpiper's flight pattern resembles that of a swallow, swooping around a little.|fd671f4b69fe457cb954e071a2a1e468
breeds in clearings and marshes|habitat for breeding|The Green Sandpiper breeds in clearings and marshes.|fd671f4b69fe457cb954e071a2a1e468
wet forest and woodland|specific type of habitat for breeding|The Green Sandpiper breeds in wet forests and woodlands.|fd671f4b69fe457cb954e071a2a1e468
migrants occur in fresh and brackish wetland habitats|habitat for migratory sandpipers|The Green Sandpiper's migratory individuals are found in fresh and brackish wetland habitats.|fd671f4b69fe457cb954e071a2a1e468
muddy shores of lakes and small ponds|specific type of habitat for migratory sandpipers|The Green Sandpiper's migratory individuals are found on the muddy shores of lakes and small ponds.|fd671f4b69fe457cb954e071a2a1e468
mainly found as singles or small groups|social behavior|The Green Sandpiper is mainly found as singles or small groups, not mixed with other species.|fd671f4b69fe457cb954e071a2a1e468
plain prinia|species|The Plain Prinia is a species of bird.|23035accbb0f4b76bfd2ebd7c6affbcc
plain prinia|drab gray-brown plumage|The Plain Prinia has drab gray-brown plumage.|23035accbb0f4b76bfd2ebd7c6affbcc
plain prinia|pale, wide eyebrow|The Plain Prinia has a pale, wide eyebrow.|23035accbb0f4b76bfd2ebd7c6affbcc
plain prinia|long tail|The long tail of the Plain Prinia appears as if it is loosely attached to its body.|23035accbb0f4b76bfd2ebd7c6affbcc
breeding birds|plain prinia|Breeding Plain Prinias have a black bill and a shorter tail.|23035accbb0f4b76bfd2ebd7c6affbcc
common habitats|plain prinia|The Plain Prinia is common in various habitats, especially farms and wetlands.|23035accbb0f4b76bfd2ebd7c6affbcc
avoids woodlands|plain prinia|The Plain Prinia avoids woodlands with a canopy.|23035accbb0f4b76bfd2ebd7c6affbcc
somewhat bold species|plain prinia|The Plain Prinia is a somewhat bold species.|23035accbb0f4b76bfd2ebd7c6affbcc
undergrowth|plain prinia|The Plain Prinia often skulks in the undergrowth.|23035accbb0f4b76bfd2ebd7c6affbcc
exposed perches|plain prinia|The Plain Prinia sings from exposed perches.|23035accbb0f4b76bfd2ebd7c6affbcc
insectlike trills|song of the plain prinia|The song of the Plain Prinia is a repeated series of insectlike trills.|23035accbb0f4b76bfd2ebd7c6affbcc
buzzing and clinking notes|calls of the plain prinia|The calls of the Plain Prinia include various buzzing and clinking notes.|23035accbb0f4b76bfd2ebd7c6affbcc
snapping sounds|plain prinia|The Plain Prinia produces snapping sounds with its wings.|23035accbb0f4b76bfd2ebd7c6affbcc
greenish warbler|color|The Greenish Warbler is green on the back.|1e008de4f1024f7a9c8acc259e1b86ac
greenish warbler|color|The Greenish Warbler is pale below.|1e008de4f1024f7a9c8acc259e1b86ac
greenish warbler|feature|The Greenish Warbler has a strong white eyebrow which is broad behind the eye and goes all the way to the forehead.|1e008de4f1024f7a9c8acc259e1b86ac
greenish warbler|location|The Greenish Warbler breeds in lowland and montane deciduous and mixed forest.|1e008de4f1024f7a9c8acc259e1b86ac
greenish warbler|feature|The Greenish Warbler usually has one broad pale wingbar.|1e008de4f1024f7a9c8acc259e1b86ac
greenish warbler|observation|The Greenish Warbler can be very unobtrusive and difficult to spot.|1e008de4f1024f7a9c8acc259e1b86ac
song|greenish warbler|The song of the Greenish Warbler is a high-pitched long series 'tsit-psityee psityu-psi-ti-ti-ti-ti-si,' but often detected by its call.|1e008de4f1024f7a9c8acc259e1b86ac
call|greenish warbler|The call of the Greenish Warbler is a two-parted 't-sli' with flat or downward inflection.|1e008de4f1024f7a9c8acc259e1b86ac
green warbler|difference|The Green Warbler co-occurs on wintering ground, best separated by call and Green's brighter green back and yellower underside.|1e008de4f1024f7a9c8acc259e1b86ac
lesser whitethroat|small brownish-gray warbler|The Lesser Whitethroat is referred to as a small brownish-gray warbler.|6750db9dfecf4140b28db5212219abfb
lesser whitethroat|grayer head|The Lesser Whitethroat has a grayer head.|6750db9dfecf4140b28db5212219abfb
lesser whitethroat|broad dark mask|The Lesser Whitethroat has a broad dark mask that sets off the white throat.|6750db9dfecf4140b28db5212219abfb
lesser whitethroat|white throat|The Lesser Whitethroat has a white throat.|6750db9dfecf4140b28db5212219abfb
lesser whitethroat|greyer head and broad dark mask|The combination of grey head and broad dark mask is characteristic of the Lesser Whitethroat.|6750db9dfecf4140b28db5212219abfb
lesser whitethroat|greater whitethroat|The Lesser Whitethroat lacks the bright rusty wing patch of Greater Whitethroat.|6750db9dfecf4140b28db5212219abfb
lesser whitethroat|subtle variations across wide range|The Lesser Whitethroat varies subtly across its wide range.|6750db9dfecf4140b28db5212219abfb
lesser whitethroat|scrubby habitats|The Lesser Whitethroat is found in scrubby habitats.|6750db9dfecf4140b28db5212219abfb
scrubby habitats|dense hedges with thorny bushes and trees|The Lesser Whitethroat is found in dense hedges with thorny bushes and trees within scrubby habitats.|6750db9dfecf4140b28db5212219abfb
skulking|lesser whitethroat|The Lesser Whitethroat is described as skulking (difficult to see well).|6750db9dfecf4140b28db5212219abfb
song|lesser whitethroat|The Lesser Whitethroat's song is used for locating it, and is described as scratchy chortling.|6750db9dfecf4140b28db5212219abfb
song|ends with a distinctive loud rattle|The Lesser Whitethroat's song ends with a distinctive loud rattle.|6750db9dfecf4140b28db5212219abfb
calls|lesser whitethroat|The Lesser Whitethroat gives dry ticking calls.|6750db9dfecf4140b28db5212219abfb
bluethroat|bird|The Bluethroat is a type of bird.|2162f35ac20b45a6adff6fc31a9ff675
bluethroat|thrush-like|The Bluethroat resembles a thrush.|2162f35ac20b45a6adff6fc31a9ff675
bluethroat|stays hidden|The Bluethroat tends to hide or stay concealed.|2162f35ac20b45a6adff6fc31a9ff675
bluethroat|dull gray (above)|When observed from above, the Bluethroat is dull gray in color.|2162f35ac20b45a6adff6fc31a9ff675
bluethroat (head-on view)|electric blue and orange|A head-on view of the Bluethroat reveals a striking pattern of electric blue and orange on its throat.|2162f35ac20b45a6adff6fc31a9ff675
bluethroat (females)|fainter colors|Female Bluethroats show fainter colors compared to males.|2162f35ac20b45a6adff6fc31a9ff675
bluethroat (females lacking blue entirely)|absence of blue|Some female Bluethroats lack blue entirely.|2162f35ac20b45a6adff6fc31a9ff675
bluethroat (even the dullest young females)|bold white eyebrow and throat, necklace of dark streaks, rufous on the base of the tail|Even the dullest young female Bluethroats have bold white eyebrows, white throats, a necklace of dark streaks, and rufous at the base of their tails.|2162f35ac20b45a6adff6fc31a9ff675
bluethroat (variable song)|imitations of other species|The Bluethroat has a variable song that includes imitations of other species.|2162f35ac20b45a6adff6fc31a9ff675
bluethroat|scrubby, brushy habitat|The Bluethroat is typically found in scrubby and brushy habitats.|2162f35ac20b45a6adff6fc31a9ff675
bluethroat|edge areas|The Bluethroat is often found in edge areas such as reedbeds, overgrown fields, and thickets.|2162f35ac20b45a6adff6fc31a9ff675
bluethroat (singing males)|conspicuous perch|Singing male Bluethroats can be seen perching conspicuously atop a bush.|2162f35ac20b45a6adff6fc31a9ff675
bluethroat (breeds)|europe and asia into alaska|The Bluethroat breeds across Europe, Asia, and as far north as Alaska.|2162f35ac20b45a6adff6fc31a9ff675
bluethroat (winters)|northern africa to southeast asia|During winter, the Bluethroat can be found from northern Africa to southeast Asia.|2162f35ac20b45a6adff6fc31a9ff675
pied bushchat|species|The Pied Bushchat is a species.|b1ec0fabf9fd4340ae724612774c6ac2
pied bushchat|sedentary|The Pied Bushchat is sedentary, meaning it does not migrate.|b1ec0fabf9fd4340ae724612774c6ac2
pied bushchat|open habitats in tropical and subtropical asia|The Pied Bushchat is associated with open habitats in tropical and subtropical Asia.|b1ec0fabf9fd4340ae724612774c6ac2
males (pied bushchat)|black with a white vent and a white wing patch|Male Pied Bushchats have black bodies with a white vent (lower belly) and a white wing patch.|b1ec0fabf9fd4340ae724612774c6ac2
females (pied bushchat)|dark brown with a reddish-brown rump and underparts|Female Pied Bushchats have bodies that are dark brown, with a reddish-brown rump and underparts.|b1ec0fabf9fd4340ae724612774c6ac2
females (pied bushchat)|siberian stonechat|Female Pied Bushchats can resemble the migratory Siberian Stonechat, but can be separated by the absence of an eyebrow and of any white on the collar or wing.|b1ec0fabf9fd4340ae724612774c6ac2
pied bushchat|rather conspicuous; it may use and sing from any open perch unlike more discerning stonechats.|The Pied Bushchat is rather conspicuous and sings from any open perch, unlike the more discerning stonechats.|b1ec0fabf9fd4340ae724612774c6ac2
pied bushchat|calls include a rising ‘whee’ and hard, decisive ‘chruk.’|The Pied Bushchat makes calls that include a rising ‘whee’ and a hard, decisive ‘chruk.’|b1ec0fabf9fd4340ae724612774c6ac2
common redshank|species|The Common Redshank is a species of bird.|f7da1a56a11646bbbf154252f9ce347e
stocky brown wader|common redshank|The Common Redshank is described as a stocky brown wader.|f7da1a56a11646bbbf154252f9ce347e
bright red legs|common redshank|The Common Redshank has bright red legs.|f7da1a56a11646bbbf154252f9ce347e
slenderer, far more gracile spotted redshank|common redshank|The Common Redshank can be compared to the Slenderer, far more gracile Spotted Redshank.|f7da1a56a11646bbbf154252f9ce347e
juvenile and non-breeding plumage|spotted redshank|The Spotted Redshank is similar to the Common Redshank in juvenile and non-breeding plumage.|f7da1a56a11646bbbf154252f9ce347e
loud, fluty, whistled calls|common redshank|The Common Redshank makes loud, fluty, whistled calls.|f7da1a56a11646bbbf154252f9ce347e
bobs tail when nervous|common redshank|When nervous, the Common Redshank bobs its tail.|f7da1a56a11646bbbf154252f9ce347e
flashy white trailing edge to wings, white rump patch|common redshank|The Common Redshank shows a flashy white trailing edge to its wings and a white rump patch when it flies.|f7da1a56a11646bbbf154252f9ce347e
feeds in muddy shallows|common redshank|The Common Redshank feeds in muddy shallows.|f7da1a56a11646bbbf154252f9ce347e
fresh and coastal wetlands|inhabits|The Common Redshank inhabits fresh and coastal wetlands.|f7da1a56a11646bbbf154252f9ce347e
moorland, usually near water|breeds on|The Common Redshank breeds on moorland, usually near water.|f7da1a56a11646bbbf154252f9ce347e
eurasian kestrel|small falcon|The Eurasian Kestrel is a small falcon.|c29e775fad7f48a5a455df8723b92544
eurasian kestrel|male plumage|The male Eurasian Kestrel has distinctive gray head, rusty back, and gray tail with a broad black tip.|c29e775fad7f48a5a455df8723b92544
eurasian kestrel|female plumage|The female Eurasian Kestrel is brownish above, with barring on the back, wings, and tail.|c29e775fad7f48a5a455df8723b92544
eurasian kestrel|note|The Eurasian Kestrel can be distinguished by its rather pointed wingtips (unlike rounded wings of Accipiter hawks), and distinct dark spotting on the breast.|c29e775fad7f48a5a455df8723b92544
eurasian kestrel|inhabit|The Eurasian Kestrel inhabits open and lightly wooded country, farmlands, grasslands, and heathlands.|c29e775fad7f48a5a455df8723b92544
eurasian kestrel|typically seen over|The Eurasian Kestrel is often seen over grassy areas beside roads and at airports.|c29e775fad7f48a5a455df8723b92544
eurasian kestrel|perches|The Eurasian Kestrel perches on wires and posts.|c29e775fad7f48a5a455df8723b92544
eurasian kestrel|habits (hunting method)|The Eurasian Kestrel typically hunts by hovering, at times fairly high overhead.|c29e775fad7f48a5a455df8723b92544
eurasian kestrel|lesser kestrel|The Eurasian Kestrel is very similar to the Lesser Kestrel.|c29e775fad7f48a5a455df8723b92544
ashy prinia|species|The Ashy Prinia is a species of bird.|5e6805b121204e03be824136d0d8fac8
all habitats|habitat|The Ashy Prinia is likely to occur in all habitats except for woodlands with a thick canopy.|5e6805b121204e03be824136d0d8fac8
black bill|physical characteristic|All birds of the Ashy Prinia species have a black bill.|5e6805b121204e03be824136d0d8fac8
pale cinnamon underparts|physical characteristic|The underparts of the Ashy Prinia are pale cinnamon colored.|5e6805b121204e03be824136d0d8fac8
gray head|physical characteristic|The head of the Ashy Prinia is gray.|5e6805b121204e03be824136d0d8fac8
grayish-brown back|physical characteristic|The back of the Ashy Prinia is grayish-brown.|5e6805b121204e03be824136d0d8fac8
short eyebrow|physical characteristic|Nonbreeding birds of the Ashy Prinia acquire a short eyebrow.|5e6805b121204e03be824136d0d8fac8
longer tail|physical characteristic|Nonbreeding birds of the Ashy Prinia also have a longer tail.|5e6805b121204e03be824136d0d8fac8
marked variation in plumage tones|variation|There is a marked variation in plumage tones in various parts of the Ashy Prinia's range.|5e6805b121204e03be824136d0d8fac8
undergrowth and shrubbery|habitat|The Ashy Prinia usually sticks to the undergrowth and shrubbery.|5e6805b121204e03be824136d0d8fac8
wires|location|Individuals of the Ashy Prinia often sing from a higher perch such as wires.|5e6805b121204e03be824136d0d8fac8
ones and twos|number|The Ashy Prinia usually occurs in ones and twos.|5e6805b121204e03be824136d0d8fac8
bold and fearless|behavior|The Ashy Prinia can be quite bold and fearless.|5e6805b121204e03be824136d0d8fac8
loud ringing song|vocalization|The Ashy Prinia has a loud ringing song that is given year-round.|5e6805b121204e03be824136d0d8fac8
plain nasal call|vocalization|The Ashy Prinia also has a plain nasal call.|5e6805b121204e03be824136d0d8fac8
indian silverbill|small|The Indian Silverbill is a small finch.|5b44c6d2b20c45e4b45a24f5dc4659b8
indian silverbill|long-tailed|The Indian Silverbill has a long tail.|5b44c6d2b20c45e4b45a24f5dc4659b8
indian silverbill|chunky body|The Indian Silverbill has a chunky body.|5b44c6d2b20c45e4b45a24f5dc4659b8
indian silverbill|short, stout bill|The Indian Silverbill has a short and stout beak.|5b44c6d2b20c45e4b45a24f5dc4659b8
indian silverbill|gray-brown (above)|The upper part of the Indian Silverbill is gray-brown.|5b44c6d2b20c45e4b45a24f5dc4659b8
indian silverbill|pale (below)|The underside of the Indian Silverbill is pale.|5b44c6d2b20c45e4b45a24f5dc4659b8
indian silverbill|whitish rump|The Indian Silverbill has a whitish rump.|5b44c6d2b20c45e4b45a24f5dc4659b8
indian silverbill|black-pointed tail|The tail of the Indian Silverbill is black-pointed.|5b44c6d2b20c45e4b45a24f5dc4659b8
indian silverbill|highly sociable throughout the year|The Indian Silverbill is highly sociable all year round.|5b44c6d2b20c45e4b45a24f5dc4659b8
indian semidesert, scrub, and dry woodland|found in|The Indian Silverbill can be found in semidesert, scrub, and dry woodland.|5b44c6d2b20c45e4b45a24f5dc4659b8
indian semidesert, scrub, and dry woodland|urban areas|The Indian Silverbill also proliferates in urban areas.|5b44c6d2b20c45e4b45a24f5dc4659b8
distribution is centered on the indian subcontinent|but it is a popular cage bird|Although the distribution of the Indian Silverbill is centered on the Indian subcontinent, it is also a popular cage bird.|5b44c6d2b20c45e4b45a24f5dc4659b8
distribution is centered on the indian subcontinent|feral populations are widespread|As a result of being kept as a cage bird, feral populations of the Indian Silverbill are widespread.|5b44c6d2b20c45e4b45a24f5dc4659b8
indian silverbill|gives sharp ‘tsik’ and ‘tseet’ calls|The Indian Silverbill makes sharp 'tsik' and 'tseet' sounds.|5b44c6d2b20c45e4b45a24f5dc4659b8
western yellow wagtail|species|The Western Yellow Wagtail is a species of bird.|939b37e8bc864b2dbabe0934a7fe90b1
wet meadows|habitat|The Western Yellow Wagtail favors wet meadows as its habitat.|939b37e8bc864b2dbabe0934a7fe90b1
marshland|habitat|The Western Yellow Wagtail also inhabits marshland.|939b37e8bc864b2dbabe0934a7fe90b1
grassy and muddy lakeshores|habitat|The Western Yellow Wagtail can be found on grassy and muddy lakeshores.|939b37e8bc864b2dbabe0934a7fe90b1
fields|habitat|During migration, the Western Yellow Wagtail occurs in fields.|939b37e8bc864b2dbabe0934a7fe90b1
livestock|association|The Western Yellow Wagtail is often near livestock during migration.|939b37e8bc864b2dbabe0934a7fe90b1
walks on ground|behavior|Like other wagtails, the Western Yellow Wagtail walks on the ground.|939b37e8bc864b2dbabe0934a7fe90b1
long, white-sided tail|physical feature|The Western Yellow Wagtail has a long, white-sided tail.|939b37e8bc864b2dbabe0934a7fe90b1
breeding male|life stage|The breeding male of the Western Yellow Wagtail is wholly bright yellow below.|939b37e8bc864b2dbabe0934a7fe90b1
greenish back|physical feature|The breeding male of the Western Yellow Wagtail has a greenish back.|939b37e8bc864b2dbabe0934a7fe90b1
regionally variable head pattern|variation|The male head pattern of the Western Yellow Wagtail varies regionally.|939b37e8bc864b2dbabe0934a7fe90b1
greenish head with yellow eyebrow (u.k)|head pattern|In the U.K., the male head of the Western Yellow Wagtail is greenish with a yellow eyebrow.|939b37e8bc864b2dbabe0934a7fe90b1
slaty gray overall (northern europe)|head pattern|In northern Europe, the male head of the Western Yellow Wagtail is slaty gray overall.|939b37e8bc864b2dbabe0934a7fe90b1
blue-gray with white eyebrow (central and southwest europe)|head pattern|In central and southwest Europe, the male head of the Western Yellow Wagtail is blue-gray with a white eyebrow.|939b37e8bc864b2dbabe0934a7fe90b1
white-headed birds (mongolia and northwestern china)|head pattern|In Mongolia and northwestern China, the male head of the Western Yellow Wagtail is striking white.|939b37e8bc864b2dbabe0934a7fe90b1
individuals of several subspecies may winter together|migration|During winter, individuals of several subspecies of the Western Yellow Wagtail may gather together.|939b37e8bc864b2dbabe0934a7fe90b1
female and nonbreeding plumages|life stage|The female and nonbreeding plumages of the Western Yellow Wagtail are drabber and paler.|939b37e8bc864b2dbabe0934a7fe90b1
ghosting of male patterns|plumage|The female and nonbreeding plumages of the Western Yellow Wagtail have ghosting of the male patterns.|939b37e8bc864b2dbabe0934a7fe90b1
buzzy ‘dzeerdzeer’ or downslurrd ‘tzree’|song and calls|The songs and calls of the Western Yellow Wagtail vary between subspecies, but most give some form of buzzy ‘dzeerdzeer’ or downslurrd ‘tzree’.|939b37e8bc864b2dbabe0934a7fe90b1
white wagtail|species|The White Wagtail is a species of bird.|a29878258f0e4f609f8304aa2136762a
white wagtail|distinctive but variable|The White Wagtail has distinctive and variable plumages, which are some bold combination of black, white, and gray.|a29878258f0e4f609f8304aa2136762a
white wagtail|plumage|The plumage of the White Wagtail varies across the world, but it never has a clear, thin and contrasting eye-brow like White-browed or Japanese Wagtail.|a29878258f0e4f609f8304aa2136762a
white wagtail|habitat|The White Wagtail occurs in varied open habitats, such as wild grassy areas, wetlands, paved car parks, and grassy lawns.|a29878258f0e4f609f8304aa2136762a
white wagtail|observation|The White Wagtail is usually seen as singles, pairs, or small groups walking and running around, pumping the long, white-sided tail up and down.|a29878258f0e4f609f8304aa2136762a
white wagtail|identification|The White Wagtail can be identified easily in flight by its loud, thick, and distinctive ‘tsee-tsee’ call.|a29878258f0e4f609f8304aa2136762a
indian roller|bird|The Indian Roller is a type of bird.|ba7c23b50cc8460b82f1790248abff60
indian roller|brightly colored|The Indian Roller is described as brightly colored.|ba7c23b50cc8460b82f1790248abff60
indian roller|various shades of blue|The Indian Roller has various shades of blue on its wings, tails, and belly.|ba7c23b50cc8460b82f1790248abff60
indian roller|longitudinal white streaks|The Indian Roller has longitudinal white streaks on its throat and breast.|ba7c23b50cc8460b82f1790248abff60
indochinese roller|bird|The Indochinese Roller is also a type of bird.|ba7c23b50cc8460b82f1790248abff60
indochinese roller|purple-blue breast|The Indochinese Roller has a purple-blue breast.|ba7c23b50cc8460b82f1790248abff60
indochinese roller|darker olive back|The Indochinese Roller has a darker olive back.|ba7c23b50cc8460b82f1790248abff60
indochinese roller|generally darker blue|The Indochinese Roller is generally darker blue than the Indian Roller.|ba7c23b50cc8460b82f1790248abff60
indian roller|generally silent|The Indian Roller is generally silent.|ba7c23b50cc8460b82f1790248abff60
indian roller|more vocal in breeding season|The Indian Roller becomes more vocal during its breeding season.|ba7c23b50cc8460b82f1790248abff60
indian roller|harsh calls|The Indian Roller makes harsh calls, especially in the breeding season.|ba7c23b50cc8460b82f1790248abff60
indian roller|open areas|The Indian Roller prefers open areas.|ba7c23b50cc8460b82f1790248abff60
indian roller|agricultural landscapes|The Indian Roller is found in agricultural landscapes.|ba7c23b50cc8460b82f1790248abff60
indian roller|exposed perches|The Indian Roller sits on exposed perches, such as electric wires.|ba7c23b50cc8460b82f1790248abff60
indian roller|occasionally pumping its tail slowly|The Indian Roller occasionally pumps its tail slowly.|ba7c23b50cc8460b82f1790248abff60
indian roller|resident roller|The Indian Roller is practically a resident roller.|ba7c23b50cc8460b82f1790248abff60
indian roller|some movements in the western parts of its range|The Indian Roller makes some movements in the western parts of its range.|ba7c23b50cc8460b82f1790248abff60
white-throated fantail|species|The White-throated Fantail is a species of bird.|af2d3da187ac4698a33862f1291e3c44
white-throated fantail|distinctive|The White-throated Fantail is distinctive due to its appearance, which includes being all dark except for a white throat and short white eyebrow.|af2d3da187ac4698a33862f1291e3c44
white-throated fantail|tail|The tail of the White-throated Fantail is often fanned and is a shade darker with white tips on all tail feathers except the central pair.|af2d3da187ac4698a33862f1291e3c44
white-throated fantail|juvenile|The juvenile White-throated Fantail resembles the adult but has reduced white on its face and brownish edges to its dark body feathers.|af2d3da187ac4698a33862f1291e3c44
white-throated fantail|gives|The White-throated Fantail gives very harsh contact calls.|af2d3da187ac4698a33862f1291e3c44
song|white-throated fantail|The song of the White-throated Fantail is a musical phrase of 6-7 notes that ascends first and then descends.|af2d3da187ac4698a33862f1291e3c44
habitats|white-throated fantail|The White-throated Fantail can be found in a wide range of wooded habitats, including dense forest, forest edge, gardens, and even up into the mountains.|af2d3da187ac4698a33862f1291e3c44
lowlands|habitats|The White-throated Fantail can be found in habitats ranging from lowlands.|af2d3da187ac4698a33862f1291e3c44
mountains|habitats|The White-throated Fantail can be found in habitats ranging up into the mountains.|af2d3da187ac4698a33862f1291e3c44
cinereous tit|gray|The Cinereous Tit has a gray back.|31364a6563a740cf9b7c9a31885108a4
cinereous tit|black|The Cinereous Tit has black parts, such as the central line on its underparts.|31364a6563a740cf9b7c9a31885108a4
cinereous tit|off-white|The Cinereous Tit has off-white parts, like the wingbar.|31364a6563a740cf9b7c9a31885108a4
male cinereous tit|white cheek patch|Males of the Cinereous Tit species have a white cheek patch.|31364a6563a740cf9b7c9a31885108a4
female cinereous tit|narrower central line on underparts|The female Cinereous Tit has a narrower central line on its underparts compared to the male.|31364a6563a740cf9b7c9a31885108a4
cinereous tit|three noted ‘swee-che-ti’ or a ‘sewe-pewe'|The Cinereous Tit sings variations of a three-noted ‘swee-che-ti’ or a ‘sewe-pewe’.|31364a6563a740cf9b7c9a31885108a4
cinereous tit|light woodlands|The Cinereous Tit is found in light woodlands.|31364a6563a740cf9b7c9a31885108a4
cinereous tit|forests and woodlands|The Cinereous Tit also feeds at the middle and upper-strata of forests and woodlands.|31364a6563a740cf9b7c9a31885108a4
cinereous tit|gardens and cultivated areas|The Cinereous Tit also feeds in gardens and cultivated areas.|31364a6563a740cf9b7c9a31885108a4
